media de concavidad
0,3001
0,0869
0,1974
0,2414
0,198
0,1479
0,06664
0,04568
0,02956
0,2077
0,1097
0,1525
0,1319
0,02562
0,02398
0,1063
0,0311
0,1044
0,2107
0,09847
0,08259
0,1974
0,01588
0,1226
0,06592
0,04751
0,01657
0,01857
0,01972
0,1772
0,05253
0,03036
0,1323
0,1293
0,000692
0,02061
0,01084
0,03
0,2135
0,05988
0,1128
0,1267
0,02172
0,03709
0,313
0,03653
0,108
0,08606
0,1692
0,07789
0,03372
0,09769
0,06877
0,1684
0,3754
0,03889
0,04591
0,1169
0,3339
0,1937
0,04151
0,1335
0,1204
0,1468
0,06015
0,09966
0,03102
0,1122
0,03261
0,03974
0,17
0,1465
0,0249
0,006829
0,04196
0,09388
0,08625
0
0,02383
0,06154
0,02995
0,2071
0,0707
0,02643
0,4264
0,05133
0,04334
0,1065
0,3003
0,06476
0,04132
0,03328
0,09263
0,169
0,2133
0,07293
0,03512
0,1457
0,4268
0,08842
0,08092
0,0142
0,05285
0,09271
0,1138
0,2545
0,02855
0,1466
0,1043
0,07135
0,1153
0,04711
0,03592
0,03503
0,1539
0,04635
0
0,09447
0,02031
